Crop_Type,Temperature,Humidity,Soil_pH,Crop_Yield
Potato,19.76,80,6.75,55.936
Wheat,28.075,71.925,6.5,13.505
Corn,25.92,74.08,6.5,32.962
Rice,24.055,75.945,6.5,97.341
Potato,23.051,76.949,5.5,40.048
Wheat,18.511,80,6.25,70.143
Corn,19.97,80,6.75,66.264
Rice,14.631,80,6.75,0
Potato,21.115,78.885,8,56.123
Wheat,20.537,79.463,6.25,72.903
Corn,16.331,80,6.5,47.335
Rice,25.175,74.825,6.5,119.762
Potato,19.822,80,6.5,70.3
Wheat,22.205,77.795,6.75,46.045
Corn,25.056,74.944,6.75,37.276
Rice,29.359,70.641,5.5,35.805
Potato,23.491,76.509,6.25,47.202
Wheat,14.888,80,8,27.521
Corn,17.188,80,5.5,42.53
Rice,12.245,80,5.5,0
Potato,14.787,80,6.25,32.152
Wheat,22.245,77.755,6.5,70.593
Corn,21.045,78.955,6.25,80.254
Rice,15.187,80,6.5,2.272
Potato,15.958,80,6.75,33.673
Wheat,15.139,80,6.25,30.673
Corn,11.502,80,8,9.609
Rice,20.972,79.028,6.5,69.816
Potato,25.814,74.186,6.25,28.925
Wheat,17.028,80,6.5,69.09
Corn,26.868,73.132,8,21.161
Rice,25.433,74.567,6.25,76.195
Potato,20.87,79.13,6.25,62.883
Wheat,29.927,70.073,6.75,0.402
Corn,27.816,72.184,8,15.218
Rice,27.56,72.44,6.75,50.822
Potato,23.256,76.744,5.5,37.068
Wheat,21.64,78.36,6.75,42.389
Corn,9.076,80,6.75,0
Rice,6.509,80,6.75,0
Potato,17.309,80,6.25,56.479
Wheat,19.863,80,6.5,94.172
Corn,10.671,80,6.5,7.173
Rice,12.999,80,5.5,0
Potato,14.207,80,5.5,20.232
Wheat,19.231,80,6.25,63.303
Corn,17.487,80,5.5,42.886
Rice,11.121,80,8,0
Potato,22.476,77.524,6.75,38.308
Wheat,19.611,80,8,51.14
Corn,19.54,80,6.25,81.016
Rice,12.914,80,6.75,0
Potato,8.235,80,6.5,0
Wheat,12.572,80,6.25,17.119
Corn,19.893,80,8,66.404
Rice,14.074,80,6.5,0
Potato,18.743,80,6.25,65.473
Wheat,11.944,80,5.5,11.953
Corn,14.734,80,8,33.083
Rice,7.17,80,6.75,0
Potato,15.758,80,6.5,48.004
Wheat,12.18,80,6.25,16.993
Corn,2.868,80,6.5,0
Rice,21.521,78.479,6.25,63.401
Potato,14.401,80,6.75,29.524
Wheat,7.816,80,5.5,0
Corn,8.584,80,6.5,0
Rice,13.137,80,5.5,0
Potato,11.329,80,5.5,7.616
Wheat,12.561,80,8,16.055
Corn,14.159,80,6.5,40.914
Rice,20.64,79.36,5.5,36.079
Potato,30.516,69.484,6.25,0
Wheat,11.147,80,8,7.422
Corn,8.144,80,6.5,0
Rice,14.033,80,5.5,0
Potato,12.972,80,8,17.911
Wheat,4.514,80,6.5,0
Corn,16.469,80,6.25,51.976
Rice,10.62,80,6.75,0
Potato,2.714,80,8,0
Wheat,26.194,73.806,6.5,37.186
Corn,22.197,77.803,5.5,43.16
Rice,12.577,80,6.25,0
Potato,7.108,80,5.5,0
Wheat,18.886,80,6.75,55.839
Corn,10.909,80,6.25,7.118
Rice,14.98,80,8,0
Potato,14.292,80,8,23.738
Wheat,18.089,80,6.75,32.382
Corn,16.4,80,6.5,76.895
Rice,20.209,79.791,6.5,51.108
Potato,7.686,80,5.5,0
Wheat,7.961,80,6.5,0
Corn,22.868,77.132,8,51.498
Rice,7.564,80,6.5,0
Potato,14.841,80,6.25,39.066
Wheat,23.677,76.323,6.25,49.661
Corn,13.827,80,6.75,32.108
Rice,19.8,80,6.75,38.452
Potato,13.565,80,6.5,34.311
Wheat,9.476,80,6.5,0
Corn,10.716,80,8,4.666
Rice,14.025,80,8,0
Potato,8.042,80,6.75,0
Wheat,22.401,77.599,6.25,59.345
Corn,23.338,76.662,6.75,39.702
Rice,17.064,80,8,18.308
Potato,20.732,79.268,6.25,56.196
Wheat,12.356,80,8,12.741
Corn,13.234,80,6.25,23.403
Rice,17.847,80,6.5,29.698
Potato,13.649,80,8,22.506
Wheat,9.31,80,6.5,0
Corn,18.169,80,6.5,80.922
Rice,15.918,80,8,6.734
Potato,18.468,80,6.25,65.695
Wheat,7.047,80,6.25,0
Corn,18.504,80,8,64.299
Rice,13.596,80,6.5,0
Potato,15.014,80,6.25,38.402
Wheat,11.911,80,5.5,9.088
Corn,12.99,80,6.25,21.971
Rice,14.249,80,8,0
Potato,14.243,80,6.5,41.041
Wheat,15.042,80,5.5,24.523
Corn,17.428,80,6.75,47.693
Rice,18.937,80,6.25,33.399
Potato,18.945,80,8,51.567
Wheat,22.743,77.257,8,43.476
Corn,12.988,80,8,19.533
Rice,-2.24,80,6.25,0
Potato,20.802,79.198,8,62.335
Wheat,16.82,80,6.25,54.516
Corn,17.88,80,8,49.864
Rice,17.156,80,6.5,23.667
Potato,19.958,80,6.75,57.143
Wheat,12.225,80,6.5,21.775
Corn,8.4,80,6.25,0
Rice,12.34,80,5.5,0
Potato,13.545,80,6.5,27.605
Wheat,15.789,80,6.25,41.55
Corn,16.43,80,5.5,37.643
Rice,15.862,80,8,5.646
Potato,17.147,80,6.5,59.513
Wheat,17.854,80,6.5,63.025
Corn,18.096,80,8,53.947
Rice,19.314,80,6.75,27.753
Potato,12.788,80,6.75,15.424
Wheat,6.874,80,5.5,0
Corn,8.704,80,5.5,0
Rice,13.108,80,5.5,0
Potato,19.112,80,5.5,44.576
Wheat,15.926,80,6.5,52.514
Corn,19.814,80,6.75,60.784
Rice,25.538,74.462,5.5,55.383
Potato,18.58,80,8,58.45
Wheat,13.645,80,6.25,24.013
Corn,13.567,80,6.5,31.248
Rice,6.822,80,6.5,0
Potato,15.232,80,8,31.541
Wheat,11.844,80,6.5,17.836
Corn,23.713,76.287,8,37.154
Rice,13.433,80,6.75,0
Potato,12.642,80,6.5,23.595
Wheat,11.202,80,6.25,8.439
Corn,9.052,80,6.25,0
Rice,23.037,76.963,6.5,75.185
Potato,18.193,80,6.5,82.538
Wheat,12.852,80,6.75,17.735
Corn,15.744,80,6.75,35.363
Rice,18.546,80,6.75,20.97
Potato,18.587,80,8,41.067
Wheat,16.72,80,6.5,56.143
Corn,17.509,80,6.75,46.806
Rice,24.662,75.338,8,69.452
Potato,14.641,80,6.5,35.766
Wheat,22.856,77.144,6.75,42.761
Corn,10.88,80,6.75,5.622
Rice,7.804,80,6.5,0
Potato,18.579,80,6.25,67.405
Wheat,11.308,80,8,6.765
Corn,15.934,80,6.25,38.139
Rice,21.288,78.712,8,51.787
Potato,12.135,80,6.5,18.115
Wheat,14.937,80,5.5,25.966
Corn,10.167,80,6.75,1.09
Rice,18.802,80,5.5,25.744
Potato,14.96,80,6.75,31.822
Wheat,-1.878,80,6.5,0
Corn,20.617,79.383,6.75,46.186
Rice,11.049,80,8,0
Potato,5.915,80,6.75,0
Wheat,18.125,80,6.75,52.217
Corn,4.21,80,6.75,0
Rice,14.459,80,6.75,0
Potato,15.026,80,6.5,47.155
Wheat,24.793,75.207,6.25,39.623
Corn,15.22,80,5.5,34.574
Rice,17.901,80,6.75,18.44
Potato,4.054,80,6.5,0
Wheat,21.664,78.336,8,41.268
Corn,11.089,80,8,7.055
Rice,10.36,80,5.5,0
Potato,17.375,80,5.5,40.296
Wheat,12.127,80,6.25,13.261
Corn,19.01,80,6.5,89.091
Rice,20.507,79.493,6.75,41.465
Potato,24.714,75.286,6.5,46.095
Wheat,25.243,74.757,8,26.74
Corn,9.358,80,6.25,0
Rice,21.768,78.232,6.25,54.946
Potato,15.917,80,6.25,43.559
Wheat,17.308,80,6.75,41.168
Corn,13.121,80,6.75,21.809
Rice,11.938,80,6.75,0
Potato,19.475,80,5.5,49.718
Wheat,12.036,80,6.25,15.763
Corn,21.644,78.356,6.5,94.332
Rice,24.706,75.294,6.75,71.136
Potato,22.225,77.775,6.5,78.149
Wheat,17.538,80,5.5,38.841
Corn,16.581,80,5.5,40.909
Rice,25.501,74.499,6.75,68.498
Potato,16.673,80,8,47.325
Wheat,18.007,80,8,51.113
Corn,22.272,77.728,8,54.925
Rice,11.009,80,5.5,0
Potato,24.238,75.762,8,30.589
Wheat,19.326,80,6.75,56.882
Corn,25.047,74.953,6.25,44.681
Rice,14.031,80,5.5,0
Potato,19.329,80,6.25,71.724
Wheat,14.699,80,6.75,27.317
Corn,21.124,78.876,8,66.207
Rice,13.305,80,6.5,0
Potato,24.739,75.261,8,29.37
Wheat,15.127,80,6.5,44.142
Corn,12.756,80,6.5,29.347
Rice,17.132,80,6.5,23.834
Potato,21.478,78.522,8,52.039
Wheat,16.898,80,6.5,75.431
Corn,21.702,78.298,6.25,73.811
Rice,20.497,79.503,6.75,39.454
Potato,17.96,80,5.5,55.049
Wheat,20.478,79.522,5.5,49.73
Corn,4.665,80,6.5,0
Rice,25.626,74.374,6.25,59.734
Potato,20.77,79.23,6.25,70.22
Wheat,16.801,80,5.5,36.344
Corn,22.038,77.962,6.25,65.237
Rice,10.012,80,6.25,0
Potato,18.372,80,6.25,63.532
Wheat,16.125,80,6.75,37.964
Corn,7.628,80,5.5,0
Rice,16.86,80,5.5,11.264
Potato,19.438,80,5.5,51.678
Wheat,5.598,80,6.25,0
Corn,13.132,80,6.75,23.037
Rice,6.219,80,5.5,0
Potato,11.868,80,6.75,9.958
Wheat,8.541,80,5.5,0
Corn,22.876,77.124,6.75,45.289
Rice,14.729,80,6.75,0
Potato,24.113,75.887,8,31.185
Wheat,22.514,77.486,8,43.74
Corn,14.054,80,8,26.834
Rice,22.56,77.44,8,58.33
Potato,14.142,80,6.5,36.327
Wheat,15.756,80,6.5,53.532
Corn,6.81,80,6.25,0
Rice,12.598,80,5.5,0
Potato,15.665,80,8,35.289
Wheat,8.106,80,6.25,0
Corn,7.134,80,6.75,0
Rice,28.477,71.523,8,43.924
Potato,9.498,80,6.75,0
Wheat,8.974,80,6.75,0
Corn,20.454,79.546,5.5,53.911
Rice,14.117,80,6.5,0
Potato,10.912,80,8,5.349
Wheat,18.491,80,6.5,90.146
Corn,23.439,76.561,6.25,53.053
Rice,20.06,79.94,6.75,34.489
Potato,12.866,80,5.5,14.468
Wheat,8.683,80,5.5,0
Corn,10.466,80,5.5,2.621
Rice,17.797,80,8,20.463
Potato,22.669,77.331,6.75,44.36
Wheat,24.888,75.112,5.5,29.243
Corn,8.224,80,8,0
Rice,9.392,80,6.25,0
Potato,17.275,80,6.75,47.979
Wheat,3.604,80,6.25,0
Corn,21.252,78.748,6.75,47.956
Rice,11,80,6.5,0
Potato,13.868,80,8,23.919
Wheat,12.896,80,6.25,18.141
Corn,9.752,80,6.5,0
Rice,16.58,80,6.25,13.616
Potato,11.292,80,8,8.018
Wheat,8.352,80,6.25,0
Corn,8.497,80,6.5,0
Rice,14.105,80,5.5,0
Potato,11.48,80,5.5,8.456
Wheat,13.223,80,5.5,17.982
Corn,15.286,80,6.75,30.832
Rice,16.415,80,5.5,8.516
Potato,22.482,77.518,5.5,41.103
Wheat,19.581,80,6.75,49.839
Corn,19.861,80,6.5,111.298
Rice,10.516,80,6.25,0
Potato,21.061,78.939,6.5,71.942
Wheat,21.472,78.528,5.5,37.485
Corn,13.145,80,6.5,32.518
Rice,24.807,75.193,8,65.336
Potato,13.938,80,6.75,23.871
Wheat,16.173,80,6.5,52.283
Corn,14.014,80,6.25,33.209
Rice,13.098,80,6.25,0
Potato,16.807,80,6.75,36.068
Wheat,7.767,80,6.5,0
Corn,10.292,80,6.75,1.884
Rice,19.335,80,6.5,42.964
Potato,15.372,80,5.5,31.889
Wheat,12.176,80,6.75,14.116
Corn,14.191,80,5.5,26.104
Rice,4.141,80,8,0
Potato,17.674,80,8,42.607
Wheat,14.393,80,8,29.263
Corn,15.206,80,5.5,32.991
Rice,4.901,80,6.75,0
Potato,17.046,80,5.5,36.522
Wheat,13.44,80,6.25,23.862
Corn,7.396,80,6.25,0
Rice,21.243,78.757,6.5,71.532
Potato,18.939,80,5.5,42.865
Wheat,25.194,74.806,6.75,27.897
Corn,16.799,80,6.75,41.708
Rice,25.839,74.161,5.5,53.493
Potato,15.554,80,6.75,35.016
Wheat,17.707,80,8,48.464
Corn,11.308,80,8,8.638
Rice,15.951,80,8,5.665
Potato,15.153,80,6.25,41.118
Wheat,7.103,80,6.25,0
Corn,10.531,80,6.75,2.962
Rice,25.213,74.787,6.25,67.298
Potato,20.329,79.671,6.5,87.689
Wheat,20.438,79.562,8,57.354
Corn,10.737,80,6.5,6.617
Rice,10.085,80,8,0
Potato,17.635,80,8,39.204
Wheat,14.368,80,6.75,27.344
Corn,23.218,76.782,6.25,56.512
Rice,16.174,80,5.5,7.501
Potato,7.703,80,6.75,0
Wheat,15.508,80,5.5,29.27
Corn,10.568,80,8,3.298
Rice,17.913,80,6.75,22.664
Potato,15.851,80,6.75,34.604
Wheat,11.652,80,6.25,13.535
Corn,8.255,80,6.75,0
Rice,23.822,76.178,6.75,61.2
Potato,15.907,80,8,31.329
Wheat,16.186,80,6.5,54.985
Corn,8.717,80,6.5,0
Rice,11.593,80,8,0
Potato,10.817,80,6.25,6.304
Wheat,9.349,80,5.5,0
Corn,16.387,80,6.5,54.824
Rice,21.497,78.503,5.5,50.517
Potato,20.141,79.859,6.75,63.625
Wheat,12.538,80,8,15.419
Corn,8.608,80,6.25,0
Rice,17.375,80,8,13.254
Potato,11.995,80,8,11.421
Wheat,5.284,80,5.5,0
Corn,20.512,79.488,8,66.574
Rice,10.914,80,5.5,0
Potato,19.443,80,6.5,82.679
Wheat,22.178,77.822,6.25,61.052
Corn,11.326,80,5.5,10.431
Rice,21.242,78.758,8,46.97
Potato,6.442,80,6.75,0
Wheat,17.505,80,6.25,46.134
Corn,19.649,80,5.5,55.274
Rice,15.81,80,6.75,6.666
Potato,23.705,76.295,6.75,45.058
Wheat,24.74,75.26,8,25.439
Corn,20.249,79.751,6.5,114.358
Rice,12.383,80,5.5,0
Potato,16.43,80,6.75,40.542
Wheat,12.618,80,8,16.44
Corn,14.705,80,8,30.554
Rice,10.973,80,8,0
Potato,14.608,80,6.75,26.245
Wheat,30.603,69.397,5.5,0
Corn,26.465,73.535,5.5,17.483
Rice,22.537,77.463,5.5,54.192
Potato,28.262,71.738,6.25,11.554
Wheat,30.467,69.533,6.75,0
Corn,26.557,73.443,6.75,20.912
Rice,30.221,69.779,6.25,33.457
Potato,22.528,77.472,5.5,41.016
Wheat,20.834,79.166,5.5,41.089
Corn,20.024,79.976,6.75,57.446
Rice,32.189,67.811,5.5,17.659
Potato,23.116,76.884,8,33.199
Wheat,27.407,72.593,6.5,19.036
Corn,30.736,69.264,8,0
Rice,23.006,76.994,6.5,89.522
Potato,27.433,72.567,6.5,19.913
Wheat,19.964,80,6.25,74.756
Corn,25.252,74.748,5.5,33.884
Rice,21.298,78.702,6.25,56.229
Potato,35.953,64.047,8,0
Wheat,24.366,75.634,6.25,39.894
Corn,31.171,68.829,5.5,0
Rice,28.121,71.879,6.75,43.212
Potato,31.519,68.481,6.75,0
Wheat,25.121,74.879,5.5,27.327
Corn,28.451,71.549,6.75,9.188
Rice,27.201,72.799,6.25,59.243
Potato,28.528,71.472,6.5,11.881
Wheat,22.101,77.899,6.5,64.517
Corn,29.438,70.562,6.5,5.823
Rice,19.381,80,6.5,39.079
Potato,20.388,79.612,5.5,53.354
Wheat,23.422,76.578,8,39.302
Corn,37.717,62.283,6.25,0
Rice,31.144,68.856,8,28.32
Potato,24.919,75.081,6.75,30.534
Wheat,28.599,71.401,8,8.272
Corn,24.345,75.655,5.5,29.31
Rice,33.143,66.857,6.75,9.475
Potato,30.589,69.411,6.75,0
Wheat,28.979,71.021,6.25,7.528
Corn,19.16,80,5.5,59.567
Rice,17.313,80,6.5,21.742
Potato,26.405,73.595,5.5,19.152
Wheat,25.892,74.108,6.75,24.847
Corn,27.477,72.523,6.5,23.357
Rice,31.693,68.307,6.75,18.557
Potato,27.552,72.448,6.5,27.136
Wheat,18.127,80,8,47.564
Corn,25.916,74.084,6.75,27.438
Rice,20.931,79.069,6.75,48.072
Potato,27.49,72.51,8,14.679
Wheat,26.695,73.305,6.75,17.216
Corn,21.189,78.811,8,52.71
Rice,31.075,68.925,8,28.267
Potato,20.662,79.338,6.75,56.007
Wheat,20.664,79.336,5.5,51.155
Corn,24.606,75.394,6.25,47.423
Rice,21.966,78.034,6.75,44.005
Potato,20.683,79.317,6.75,52.033
Wheat,28.659,71.341,6.25,9.239
Corn,33.068,66.932,6.5,0
Rice,23.765,76.235,6.5,93.786
Potato,21.246,78.754,6.25,63.198
Wheat,31.151,68.849,8,0
Corn,23.58,76.42,6.75,37.211
Rice,27.68,72.32,6.75,44.994
Potato,25.524,74.476,8,29.942
Wheat,28.813,71.187,6.75,5.484
Corn,31.958,68.042,6.75,0
Rice,17.863,80,6.5,29.95
Potato,22.836,77.164,5.5,38.064
Wheat,31.129,68.871,6.5,0
Corn,17.497,80,6.5,73.992
Rice,26.681,73.319,8,59.218
Potato,27.747,72.253,5.5,9.768
Wheat,23.836,76.164,6.75,35.832
Corn,28.015,71.985,8,11.355
Rice,23.682,76.318,5.5,62.733
Potato,28.121,71.879,6.5,15.644
Wheat,30.407,69.593,6.75,0
Corn,31.071,68.929,6.75,0
Rice,31.21,68.79,8,24.661
Potato,20.062,79.938,8,56.327
Wheat,18.548,80,6.75,49.479
Corn,28.483,71.517,8,10.326
Rice,26.263,73.737,6.75,60.302
Potato,27.818,72.182,6.75,11.95
Wheat,20.125,79.875,6.5,99.221
Corn,21.635,78.365,6.5,77.605
Rice,26.804,73.196,6.25,63.585
Potato,24.459,75.541,5.5,34.105
Wheat,22.095,77.905,6.75,45.578
Corn,30.05,69.95,6.25,0
Rice,26.644,73.356,5.5,64.257
Potato,30.642,69.358,8,0
Wheat,24.31,75.69,6.25,41.005
Corn,13.907,80,6.75,23.84
Rice,27.736,72.264,6.5,71.304
Potato,28.827,71.173,6.25,8.518
Wheat,22.194,77.806,8,46.792
Corn,37.086,62.914,5.5,0
Rice,28.601,71.399,8,40.224
Potato,21.83,78.17,8,46.234
Wheat,35.501,64.499,6.5,0
Corn,33.46,66.54,5.5,0
Rice,36.183,63.817,6.75,0
Potato,24.72,75.28,6.25,36.943
Wheat,28.811,71.189,6.75,6.447
Corn,22.044,77.956,6.25,73.287
Rice,18.83,80,6.75,22.613
Potato,27.295,72.705,8,14.4
Wheat,23.022,76.978,6.25,53.226
Corn,18.608,80,6.75,47.215
Rice,41.289,58.711,6.75,0
Potato,26.068,73.932,6.25,28.73
Wheat,22.389,77.611,5.5,35.659
Corn,24.833,75.167,6.25,41.698
Rice,30.75,69.25,6.75,32.661
Potato,32.67,67.33,6.75,0
Wheat,13.412,80,8,17.708
Corn,25.237,74.763,6.5,51.018
Rice,20.815,79.185,6.25,47.02
Potato,24.734,75.266,6.5,53.41
Wheat,20.476,79.524,6.75,43.711
Corn,17.473,80,8,57.91
Rice,23.81,76.19,6.5,99.441
Potato,23.016,76.984,5.5,40.071
Wheat,31.396,68.604,8,0
Corn,25.166,74.834,5.5,28.976
Rice,30.784,69.216,6.25,32.314
Potato,25.032,74.968,6.25,35.693
Wheat,16.919,80,6.25,52.139
Corn,22.621,77.379,5.5,46.086
Rice,21.089,78.911,6.75,38.226
Potato,26.447,73.553,5.5,18.674
Wheat,26.301,73.699,8,21.867
Corn,29.294,70.706,6.75,4.224
Rice,28.623,71.377,6.75,35.147
Potato,22.001,77.999,6.25,60.771
Wheat,15.376,80,6.5,56.424
Corn,25.696,74.304,6.5,43.743
Rice,27.604,72.396,5.5,49.751
Potato,15.523,80,5.5,26.351
Wheat,19.446,80,6.75,58.269
Corn,21.112,78.888,8,58.876
Rice,17.273,80,6.75,18.664
Potato,20.252,79.748,6.75,68.667
Wheat,23.4,76.6,6.75,45.716
Corn,26.039,73.961,6.25,32.529
Rice,31.46,68.54,6.25,28.257
Potato,25.344,74.656,6.25,36.292
Wheat,15.145,80,6.25,38.655
Corn,25.261,74.739,8,28.146
Rice,36.316,63.684,8,0
Potato,24.299,75.701,5.5,38.952
Wheat,33.52,66.48,6.75,0
Corn,30.067,69.933,6.5,0
Rice,22.869,77.131,5.5,42.695
Potato,24.533,75.467,5.5,31.426
Wheat,24.134,75.866,6.75,39.935
Corn,30.353,69.647,5.5,0
Rice,21.614,78.386,6.5,73.123
Potato,21.575,78.425,6.5,81.875
Wheat,25.688,74.312,6.5,43.988
Corn,29.088,70.912,6.5,9.273
Rice,25.397,74.603,6.75,71.432
Potato,28.112,71.888,6.5,15.657
Wheat,22.265,77.735,8,48.455
Corn,26.704,73.296,6.5,28.668
Rice,28.081,71.919,6.75,45.128
Potato,20.782,79.218,5.5,46.815
Wheat,29.141,70.859,6.5,7.667
Corn,24.594,75.406,5.5,37.726
Rice,29.929,70.071,8,28.973
Potato,35.644,64.356,6.25,0
Wheat,33.958,66.042,6.25,0
Corn,28.121,71.879,8,10.923
Rice,16.659,80,5.5,9.838
Potato,22.535,77.465,6.75,40.56
Wheat,25.857,74.143,6.75,22.323
Corn,24.182,75.818,6.5,46.661
Rice,22.534,77.466,6.5,83.695
Potato,24.646,75.354,8,35.171
Wheat,24.307,75.693,6.25,45.549
Corn,26.473,73.527,5.5,23.361
Rice,18.876,80,6.25,30.414
Potato,20.311,79.689,5.5,50.508
Wheat,27.113,72.887,5.5,15.887
Corn,25.889,74.111,6.75,28.141
Rice,24.348,75.652,6.5,92.831
Potato,37.319,62.681,6.75,0
Wheat,34.702,65.298,6.5,0
Corn,22.732,77.268,6.5,89.296
Rice,21.29,78.71,6.25,54.741
Potato,25.333,74.667,6.5,40.909
Wheat,18.857,80,6.25,67.055
Corn,27.663,72.337,8,16.671
Rice,21.706,78.294,6.25,53.922
Potato,15.724,80,6.5,43.071
Wheat,21.385,78.615,6.75,44.192
Corn,22.044,77.956,6.75,57.748
Rice,35.41,64.59,6.25,0
Potato,22.023,77.977,6.5,77.108
Wheat,31.388,68.612,6.25,0
Corn,27.689,72.311,5.5,13.658
Rice,26.907,73.093,6.25,66.199
Potato,29.764,70.236,6.75,1.336
Wheat,20.877,79.123,8,56.442
Corn,28.495,71.505,5.5,7.703
Rice,26.675,73.325,6.25,62.051
Potato,20.994,79.006,6.75,52.948
Wheat,22.108,77.892,5.5,41.749
Corn,26.462,73.538,8,22.509
Rice,27.893,72.107,6.5,83.275
Potato,27.076,72.924,5.5,17.056
Wheat,30.745,69.255,6.75,0
Corn,31.51,68.49,6.5,0
Rice,19.971,80,5.5,28.289
Potato,22.439,77.561,6.5,65.907
Wheat,18.897,80,6.75,58.461
Corn,25.73,74.27,5.5,22.561
Rice,25.019,74.981,6.75,70.516
Potato,20.211,79.789,8,42.865
Wheat,29.685,70.315,5.5,1.474
Corn,27.551,72.449,6.25,17.652
Rice,24.2,75.8,6.5,109.759
Potato,13.679,80,5.5,21.04
Wheat,26.61,73.39,8,21.816
Corn,28.565,71.435,8,6.904
Rice,28.684,71.316,5.5,39.101
Potato,19.366,80,8,50.891
Wheat,29.084,70.916,6.25,6.374
Corn,30.098,69.902,6.25,0
Rice,23.503,76.497,8,56.779
Potato,18.607,80,5.5,45.316
Wheat,21.316,78.684,6.25,50.055
Corn,26.922,73.078,8,17.573
Rice,28.023,71.977,6.75,43.309
Potato,24.659,75.341,6.25,41.07
Wheat,26.426,73.574,8,18.486
Corn,21.61,78.39,6.5,77.878
Rice,22.611,77.389,6.75,52.733
Potato,26.081,73.919,6.25,26.21
Wheat,28.134,71.866,6.75,9.584
Corn,21.129,78.871,5.5,47.949
Rice,21.583,78.417,8,43.558
Potato,21.908,78.092,6.5,77.993
Wheat,26.797,73.203,8,18.504
Corn,33.162,66.838,6.5,0
Rice,26.42,73.58,5.5,53.535
Potato,27.379,72.621,6.75,15.745
Wheat,21.465,78.535,6.75,46.098
Corn,22.512,77.488,6.75,46.228
Rice,24.161,75.839,8,58.853
Potato,22.099,77.901,6.75,48.675
Wheat,27.275,72.725,5.5,13.577
Corn,30.955,69.045,6.25,0
Rice,21.127,78.873,5.5,33.764
Potato,25.121,74.879,6.25,34.372
Wheat,22.366,77.634,6.5,61.67
Corn,23.986,76.014,6.75,37.501
Rice,28.09,71.91,6.75,41.721
Potato,24.44,75.56,6.25,38.372
Wheat,22.802,77.198,6.5,66.948
Corn,30.358,69.642,6.5,0
Rice,22.155,77.845,6.75,40.599
Potato,24.554,75.446,6.75,30.908
Wheat,18.213,80,8,53.665
Corn,33.569,66.431,8,0
Rice,36.21,63.79,8,0
Potato,22.045,77.955,5.5,42.81
Wheat,34,66,6.75,0
Corn,24.601,75.399,6.25,39.536
Rice,28.75,71.25,6.25,51.178
Potato,28.488,71.512,6.25,11.804
Wheat,29.13,70.87,6.75,4.879
Corn,24.33,75.67,6.5,51.805
Rice,24.581,75.419,8,66.605
Potato,28.5,71.5,6.5,12.178
Wheat,26.571,73.429,5.5,17.885
Corn,28.715,71.285,6.25,8.852
Rice,23.939,76.061,5.5,54.315
Potato,19.258,80,6.25,63.978
Wheat,25.236,74.764,6.25,39.638
Corn,28.865,71.135,5.5,7.338
Rice,32.97,67.03,6.25,15.473
Potato,26.146,73.854,6.75,22.036
Wheat,21.398,78.602,6.5,84.901
Corn,20.251,79.749,6.75,58.016
Rice,27.64,72.36,6.25,59.537
Potato,29.384,70.616,6.75,3.149
Wheat,26.467,73.533,8,19.235
Corn,25.653,74.347,6.5,46.118
Rice,29.534,70.466,6.5,55.044
Potato,25.36,74.64,8,24.501
Wheat,20.56,79.44,6.25,58.918
Corn,24.007,75.993,6.25,45.217
Rice,16.65,80,6.5,19.338
Potato,23.664,76.336,5.5,37.258
Wheat,31.622,68.378,8,0
Corn,27.374,72.626,5.5,14.108
Rice,9.472,80,6.25,0
Potato,26.49,73.51,6.75,20.054
Wheat,20.143,79.857,5.5,60.861
Corn,24.721,75.279,6.5,62.934
Rice,36.899,63.101,5.5,0
Potato,28.765,71.235,5.5,6.836
Wheat,24.228,75.772,6.75,33.441
Corn,18.762,80,6.5,90.653
Rice,32.458,67.542,6.5,26.108
Potato,23.183,76.817,5.5,36.941
Wheat,36.078,63.922,6.25,0
Corn,22.091,77.909,8,47.366
Rice,31.395,68.605,5.5,19.156
Potato,26.335,73.665,6.75,20.523
Wheat,18.633,80,6.5,76.73
Corn,27.408,72.592,5.5,16.794
Rice,22.328,77.672,5.5,46.825
Potato,21.831,78.169,6.5,81.322
Wheat,28.689,71.311,6.5,12.471
Corn,24.12,75.88,6.75,34.392
Rice,22.675,77.325,8,48.284
Potato,24.123,75.877,5.5,33.464
Wheat,20.286,79.714,6.75,60.371
Corn,23.274,76.726,8,42.049
Rice,22.036,77.964,5.5,41.838
Potato,27.14,72.86,5.5,14.304
Wheat,27.592,72.408,8,13.401
Corn,29.324,70.676,6.25,4.527
Rice,37.305,62.695,6.5,0
Potato,22.264,77.736,6.75,44.381
Wheat,25.396,74.604,6.25,28.229
Corn,27.19,72.81,6.25,21.952
Rice,21.571,78.429,5.5,42.1
Potato,28.537,71.463,8,7.828
Wheat,33.603,66.397,6.75,0
Corn,26.815,73.185,6.5,26.785
Rice,16.661,80,5.5,10.63
Potato,30.713,69.287,6.75,0
Wheat,24.659,75.341,8,29.461
Corn,19.364,80,8,52.472
Rice,22.395,77.605,5.5,46.258
Potato,25.462,74.538,6.25,36.638
Wheat,17.365,80,5.5,41.537
Corn,29.11,70.89,6.25,5.13
Rice,29.657,70.343,5.5,38.636
Potato,25.695,74.305,6.5,35.235
Wheat,16.919,80,6.75,44.964
Corn,27.861,72.139,8,9.492
Rice,24.772,75.228,8,68.407
Potato,21.02,78.98,6.5,81.406
Wheat,26.967,73.033,8,18.505
Corn,24.506,75.494,6.75,37.563
Rice,21.076,78.924,6.75,39.638
